"Find School/District Results"
"Your search returned         2334 result(s)."

"OrganizationType","District","OrganizationCode","OrganizationName","Street","City","State","ZIP","Phone","Fax","Website","Education Program","Program Type","School Type","Inter-District Magnet","NCES Code","Designated High School","Agricultural Science and Technology (ASTE)","Title I Type","State Board of Education Approved","For Profit","Pre Kindergarten","Kindergarten","Grade 1","Grade 2","Grade 3","Grade 4","Grade 5","Grade 6","Grade 7","Grade 8","Grade 9","Grade 10","Grade 11","Grade 12"
"Public Schools","Greenwich School District",="0570311","Julian Curtiss School","180 East Elm St.","Greenwich","CT","06830-5755","203-869-1896",,"http://www.greenwichschools.org/julian-curtiss-school",,,"Traditional/General Education",,="090171000302",No,No,"Schoolwide",No,No,="1",="1",="1",="1",="1",="1",="1",="0",="0",="0",="0",="0",="0",="0"
"Public Schools","Greenwich School District",="0570611","New Lebanon School","25 Mead Ave.","Greenwich","CT","06830-6812","203-531-9139",,"http://www.greenwichschools.org/new-lebanon-school",,,"Traditional/General Education",,="090171000303",No,No,"Schoolwide",No,No,="1",="1",="1",="1",="1",="1",="1",="0",="0",="0",="0",="0",="0",="0"
"Public Schools","Greenwich School District",="0570711","North Mianus School","309 Palmer Hill Rd.","Riverside","CT","06878-1011","203-637-9730",,"http://www.greenwichschools.org/north-mianus-school",,,"Traditional/General Education",,="090171000304",No,No,,No,No,="0",="1",="1",="1",="1",="1",="1",="0",="0",="0",="0",="0",="0",="0"
"Public Schools","Greenwich School District",="0570811","North Street School","381 North St.","Greenwich","CT","06830-3903","203-869-6756",,"http://www.greenwichschools.org/north-street-school",,,"Traditional/General Education",,="090171000305",No,No,,No,No,="1",="1",="1",="1",="1",="1",="1",="0",="0",="0",="0",="0",="0",="0"
"Public Schools","Greenwich School District",="0570911","Old Greenwich School","825 Sound Beach Ave.","Old Greenwich","CT","06870-1641","203-637-0150",,"http://www.greenwichschools.org/old-greenwich-school",,,"Traditional/General Education",,="090171000306",No,No,,No,No,="1",="1",="1",="1",="1",="1",="1",="0",="0",="0",="0",="0",="0",="0"
"Public Schools","Greenwich School District",="0571111","Parkway School","141 Lower Cross Rd.","Greenwich","CT","06831-3033","203-869-7466",,"http://www.greenwichschools.org/parkway-school",,,"Traditional/General Education",,="090171000107",No,No,,No,No,="0",="1",="1",="1",="1",="1",="1",="0",="0",="0",="0",="0",="0",="0"
"Public Schools","Greenwich School District",="0571011","Riverside School","90 Hendrie Ave.","Riverside","CT","06878-1829","203-637-1440",,"http://www.greenwichschools.org/riverside-school",,,"Traditional/General Education",,="090171000308",No,No,,No,No,="0",="1",="1",="1",="1",="1",="1",="0",="0",="0",="0",="0",="0",="0"
"Public Schools","Greenwich School District",="0575311","Western Middle School","1 Western Junior Hwy.","Greenwich","CT","06830-6019","203-531-5700",,"http://www.greenwichschools.org/western-middle-school",,,"Intradistrict Magnet School",,="090171000309",No,No,"Schoolwide",No,No,="0",="0",="0",="0",="0",="0",="0",="1",="1",="1",="0",="0",="0",="0"
"Program","Greenwich School District",="0571511","Windrose","6 Riverside Ave","Riverside","CT",="06878","203-990-0439","203-990-0443","http://www.greenwichschools.org/greenwich-high-school/academics/teaching-learning/windrose",,"Alternative",,,,No,No,,No,No,="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="1",="1",="1",="1"
"Public Schools","Griswold School District",="0580311","Griswold Elementary School","303 Slater Ave.","Griswold","CT","06351-2540","860-376-7610",,"http://griswold.k12.ct.us",,,"Traditional/General Education",,="090174000310",No,No,"Schoolwide",No,No,="1",="1",="1",="1",="1",="1",="0",="0",="0",="0",="0",="0",="0",="0"
"Public Schools","Griswold School District",="0586211","Griswold High School","267 Slater Ave.","Griswold","CT",="06351","860-376-7640",,"http://griswold.k12.ct.us/index.cfm?Menu=400&Id=122",,,"Traditional/General Education",,="090174000311",Yes,No,"Schoolwide",No,No,="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="1",="1",="1",="1"
"Public Schools","Griswold School District",="0585111","Griswold Middle School","211 Slater Ave.","Griswold","CT","06351-2525","860-376-7630",,"http://griswold.k12.ct.us/index.cfm?Menu=300&Id=121",,,"Traditional/General Education",,="090174000019",No,No,"Schoolwide",No,No,="0",="0",="0",="0",="0",="0",="1",="1",="1",="1",="0",="0",="0",="0"
"Public School Districts","Griswold School District",="0580011","Griswold School District","211 Slater Avenue","Griswold","CT",="06351","860-376-7600",,"http://griswold.k12.ct.us",,,,,="0901740",No,No,,No,No,,,,,,,,,,,,,,
"Public Schools","Griswold School District",="0580111","Griswold Soule Street Academy","22 Soule Street","Jewett City","CT",="06351","860-376-9129","860-376-7607","http://griswoldpublicschools.org",,,"Alternative School",,="090174001721",Yes,No,"Schoolwide",No,No,="0",="0",="0",="0",="0",="0",="0",="0",="1",="1",="1",="1",="1",="1"
"Nonpublic Elementary and Secondary Schools","Groton",="0590121","Grace Valley Academy","20 Grove Ave","Groton","CT",="06340","860-941-3574",,"https://www.gracevalleyacademy.org/contact","Standard Non-Public",,,,,No,No,,No,No,="0",="1",="1",="1",="1",="1",="1",="1",="1",="1",="0",="0",="0",="0"
"Nonpublic Elementary and Secondary Schools","Groton",="0590221","Sacred Heart School-Groton","50 Sacred Heart Drive","Groton","CT",="06340","860-445-0611","860-448-4999",,"Standard Non-Public",,,,,No,No,,Yes,No,="1",="1",="1",="1",="1",="1",="1",="1",="1",="1",="0",="0",="0",="0"
"Nonpublic Elementary and Secondary Schools","Groton",="0590182","Seabird Enterprises - Puffins Restaurant","169 Thames Street","Groton","CT",="06340","860-449-3585","860-446-2930","https://www.seabirdenterprises.org/","TVSP",,,,,No,No,,No,No,="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="1"
"Nonpublic Elementary and Secondary Schools","Groton",="0590482","The Arc Eastern CT - Thomas Sullivan Employment Transition Ctr","52 Sacred Heart Drive","Groton","CT",="06340","860-449-1529","860-449-1558","https://www.thearcect.org/","TVSP",,,,,No,No,,No,No,="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="1"
"Public Schools","Groton School District",="0592011","Catherine Kolnaski Magnet School","500 Poquonnock Rd.","Groton","CT",="06340","860-449-5608","860-449-5616","https://www.grotonschools.org/catherinekolnaski",,,"Intradistrict Magnet School",,="090177001494",No,No,"Schoolwide",No,No,="0",="1",="1",="1",="1",="1",="1",="0",="0",="0",="0",="0",="0",="0"
"Program","Groton School District",="0590611","Central Office Academy","101 Groton Long Point Road","Groton","CT",="06340","860-449-7200","860-449-7273",,,"Alternative",,,,No,No,,No,No,="0",="0",="0",="0",="0",="0",="0",="1",="1",="1",="1",="1",="1",="1"
"Public Schools","Groton School District",="0591811","Charles Barnum Magnet School","68 Briar Hill Rd.","Groton","CT","06340-2651","860-449-5640","860-449-5642","https://www.grotonschools.org/charlesbarnum",,,"Intradistrict Magnet School",,="090177000313",No,No,,No,No,="0",="1",="1",="1",="1",="1",="1",="0",="0",="0",="0",="0",="0",="0"
"Adult Education Providers","Groton School District",="0590117","Groton Adult Education","250 Brandegee Avenue","Groton","CT",="06340","860-441-2152","860-449-5628","https://www.grotonschools.org/teachinglearning/adulted",,,,,,No,No,,No,No,,,,,,,,,,,,,,
"Public Schools","Groton School District",="0591111","Groton Middle School","35 Groton Long Point Road","Groton","CT",="06340","860-446-4200","860-445-0380","http://www.grotonschools.org/gms",,,"Traditional/General Education",,="090177001938",No,No,"Schoolwide",No,No,="0",="0",="0",="0",="0",="0",="0",="1",="1",="1",="0",="0",="0",="0"
"Public School Districts","Groton School District",="0590011","Groton School District","1300 Flanders Road","Mystic","CT",="06355","860-572-2100","860-572-5822","https://www.grotonschools.org/",,,,,="0901770",No,No,,No,No,,,,,,,,,,,,,,
"Public Schools","Groton School District",="0591311","Mystic River Magnet School","160 Fishtown Rd","Mystic","CT",="06355","860-980-8300","860-980-8017","http://www.grotonschools.org/mysticriver",,,"Intradistrict Magnet School",,="090177001947",No,No,"Schoolwide",No,No,="1",="1",="1",="1",="1",="1",="1",="0",="0",="0",="0",="0",="0",="0"
"Program","Groton School District",="0590211","New Beginnings Alternative Program","101 Groton Long Point Rd, Fitch High Sch","Groton","CT",="06340","860-449-7200",,,,"Special Education",,,,No,No,,No,No,="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="1",="1",="1",="1"
"Public Schools","Groton School District",="0591911","Northeast Academy Magnet School","115 Oslo Street","Mystic","CT",="06355","860-572-5852",,"https://www.grotonschools.org/northeast",,,"Intradistrict Magnet School",,="090177001488",No,No,,No,No,="0",="1",="1",="1",="1",="1",="1",="0",="0",="0",="0",="0",="0",="0"
"Public Schools","Groton School District",="0596111","Robert E. Fitch High School","101 Groton Long Point Road","Groton","CT","06340-4861","860-449-7200",,"https://www.grotonschools.org/fitch",,,"Traditional/General Education",,="090177000318",No,No,,No,No,="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="1",="1",="1",="1"
"Public Schools","Groton School District",="0591711","Thames River Magnet School","250 Brandegee Avenue","Groton","CT",="06340","860-980-8230","860-574-9543","https://www.grotonschools.org/thamesriver",,,"Intradistrict Magnet School",,="090177000321",No,No,"Schoolwide",No,No,="1",="1",="1",="1",="1",="1",="1",="0",="0",="0",="0",="0",="0",="0"
"Program","Groton School District",="0591011","Transition Academy","1300 Flanders Rd","Mystic","CT",="06355","860-572-2100","860-572-2107","http://www.grotonschools.org",,"Public Transition Program",,,,No,No,,No,No,="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="1"
"Public Schools","Guilford School District",="0600711","A. Baldwin Middle School","68 Bullard Dr.","Guilford","CT","06437-1553","203-457-0222",,"http://bms.guilfordschools.org",,,"Traditional/General Education",,="090180000328",No,No,,No,No,="0",="0",="0",="0",="0",="0",="1",="1",="0",="0",="0",="0",="0",="0"
"Public Schools","Guilford School District",="0600611","A. W. Cox School","143 Three Mile Course","Guilford","CT","06437-2522","203-453-5291",,"http://awc.guilfordschools.org",,,"Traditional/General Education",,="090180000329",No,No,"Targeted Assistance",No,No,="0",="1",="1",="1",="1",="1",="0",="0",="0",="0",="0",="0",="0",="0"
"Public Schools","Guilford School District",="0600411","Calvin Leete School","280 South Union St.","Guilford","CT","06437-2825","203-453-2726",,"http://cls.guilfordschools.org",,,"Traditional/General Education",,="090180000330",No,No,,No,No,="1",="1",="1",="1",="1",="1",="0",="0",="0",="0",="0",="0",="0",="0"
"Public Schools","Guilford School District",="0605111","E. C. Adams Middle School","233 Church St.","Guilford","CT","06437-2403","203-453-2755",,"http://ams.guilfordschools.org",,,"Traditional/General Education",,="090180000331",No,No,"Targeted Assistance",No,No,="0",="0",="0",="0",="0",="0",="0",="0",="1",="1",="0",="0",="0",="0"
"Public Schools","Guilford School District",="0606111","Guilford High School","605 New England Rd.","Guilford","CT","06437-1838","203-453-2741",,"http://ghs.guilfordschools.org",,,"Traditional/General Education",,="090180000332",No,No,"Targeted Assistance",No,No,="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="1",="1",="1",="1"
"Public Schools","Guilford School District",="0600211","Guilford Lakes School","40 Maupas Rd.","Guilford","CT","06437-1615","203-453-5201",,"http://gls.guilfordschools.org",,,"Traditional/General Education",,="090180000333",No,No,,No,No,="1",="1",="1",="1",="1",="1",="0",="0",="0",="0",="0",="0",="0",="0"
"Public School Districts","Guilford School District",="0600011","Guilford School District","595 New England Road","Guilford","CT",="06437","203-453-8200",,"http://www.guilfordschools.org",,,,,="0901800",No,No,,No,No,,,,,,,,,,,,,,
"Program","Guilford School District",="0600111","Guilford Transition Academy","73 Church Street","Guilford","CT",="06437","203-458-0001",,"http://www.guilfordschools.org",,"Public Transition Program",,,,No,No,,No,No,="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="1"
"Public Schools","Guilford School District",="0600311","Melissa Jones School","181 Ledge Hill Rd.","Guilford","CT","06437-1024","203-457-0773",,"http://mjs.guilfordschools.org",,,"Traditional/General Education",,="090180000334",No,No,"Targeted Assistance",No,No,="0",="1",="1",="1",="1",="1",="0",="0",="0",="0",="0",="0",="0",="0"
"Nonpublic Elementary and Secondary Schools","Haddam",="1106161","Oak Hill School at Haddam-Killingworth High School","95 Little City Road","Higganum","CT",="06441","860-554-5580","860-769-6559","https://oakhillschool.oakhillct.org/","APSEP",,,,,No,No,,No,No,="0",="0",="0",="0",="0",="0",="1",="1",="1",="1",="1",="1",="1",="1"
"Nonpublic Elementary and Secondary Schools","Hamden",="0620261","Cedarhurst School","871 Prospect Street","Hamden","CT",="06517","203-764-9314","203-764-9321","http://cedarhurst.yale.edu","APSEP",,,,,No,No,,No,No,="0",="0",="0",="0",="0",="0",="0",="1",="1",="1",="1",="1",="1",="1"
"Nonpublic Elementary and Secondary Schools","Hamden",="0626121","Hamden Hall School","1108 Whitney Avenue","Hamden","CT",="06517","203-865-6158","203-752-2651",,"Standard Non-Public",,,,,No,No,,Yes,No,="1",="1",="1",="1",="1",="1",="1",="1",="1",="1",="1",="1",="1",="1"
"Nonpublic Elementary and Secondary Schools","Hamden",="0620621","Laurel Oaks Adventist School","14 West Shepard Avenue","Hamden","CT",="06514","203-248-3251","203-248-3251",,"Standard Non-Public",,,,,No,No,,No,No,="1",="1",="1",="1",="1",="1",="1",="1",="1",="1",="0",="0",="0",="0"
"Nonpublic Elementary and Secondary Schools","Hamden",="0626221","Sacred Heart Academy-Hamden","265 Benham Street","Hamden","CT",="06514","203-288-2309","203-230-9680",,"Standard Non-Public",,,,,No,No,,Yes,No,="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="1",="1",="1",="1"
"Nonpublic Elementary and Secondary Schools","Hamden",="0620121","St. Rita School","1601 Whitney Avenue","Hamden","CT",="06517","203-248-3114","203-248-1016","http://www.","Standard Non-Public",,,,,No,No,,Yes,No,="1",="1",="1",="1",="1",="1",="1",="1",="1",="1",="0",="0",="0",="0"
"Nonpublic Elementary and Secondary Schools","Hamden",="0620382","The Passage Program at Cedarhurst School (Yale University)","871 Prospect Street","Hamden","CT",="06517","203-764-9314","203-764-9321","http://cedarhurst.yale.edu","TVSP",,,,,No,No,,No,No,="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="1"
"Nonpublic Elementary and Secondary Schools","Hamden",="0620361","Whitney Hall School","1400 Whitney Avenue","Hamden","CT",="06517","203-248-2116 x221","203-287-9815","http://www.childrenscenterhamden.org/programs/whitney-hall-school-residential/","APSEP",,,,,No,No,,No,No,="0",="1",="1",="1",="1",="1",="1",="1",="1",="1",="1",="1",="1",="1"
"Program","Hamden School District",="0628011","Alice Peck Learning Center","35 Hillfield Road","Hamden","CT",="06518","203-407-2010","203-407-5861",,,"Special Education",,,="090186001433",No,No,,No,No,="1",="1",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0"
"Program","Hamden School District",="0620911","Bear Path IIC","10 Kirk Road","Hamden","CT",="06514","203-407-2015",,"http://www.hamden.k12.ct.us/",,"Special Education",,,,No,No,,No,No,="0",="1",="1",="1",="1",="1",="1",="1",="0",="0",="0",="0",="0",="0"
"Public Schools","Hamden School District",="0621211","Bear Path School","10 Kirk Rd.","Hamden","CT","06514-1308","203-407-2015",,"http://www.hamden.k12.ct.us/",,,"Traditional/General Education",,="090186000336",No,No,,No,No,="1",="1",="1",="1",="1",="1",="1",="1",="0",="0",="0",="0",="0",="0"
"Program","Hamden School District",="0621311","Church Street IIC","95 Church Street","Hamden","CT",="06514","203-407-2020",,"http://www.hamden.k12.ct.us/",,"Special Education",,,,No,No,,No,No,="0",="1",="1",="1",="1",="1",="1",="1",="0",="0",="0",="0",="0",="0"
"Public Schools","Hamden School District",="0620211","Church Street School","95 Church St.","Hamden","CT","06514-3436","203-407-2020",,"http://www.hamden.org/churchstreet",,,"Traditional/General Education",,="090186000337",No,No,"Schoolwide",No,No,="1",="1",="1",="1",="1",="1",="1",="1",="0",="0",="0",="0",="0",="0"
"Public Schools","Hamden School District",="0620311","Dunbar Hill School","315 Lane St.","Hamden","CT","06514-2718","203-407-2025",,"http://www.hamden.org/dunbarhill/",,,"Traditional/General Education",,="090186000338",No,No,"Schoolwide",No,No,="1",="1",="1",="1",="1",="1",="1",="1",="0",="0",="0",="0",="0",="0"
"Adult Education Providers","Hamden School District",="0620117","Hamden Adult Education","2040 Dixwell Avenue","Hamden","CT",="06514","203-407-2028","203-407-2056","http://www.hamdenadulted.org",,,,,,No,No,,No,No,,,,,,,,,,,,,,
"Program","Hamden School District",="0620511","Hamden Collaborative Learning Center","35 Hillfield Road","Hamden","CT",="06518","203-407-2133",,,,"Alternative",,,="090186001741",No,No,,No,No,="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="1",="1",="1",="1"
