GeoName|GeoId|CDP02_53_EST|CDP02_53_ESTMOE|CDP02_53_PCT|CDP02_53_PCTMOE|CDP02_54_EST|CDP02_54_ESTMOE|CDP02_54_PCT|CDP02_54_PCTMOE|CDP02_57_EST|CDP02_57_ESTMOE|CDP02_57_PCT|CDP02_57_PCTMOE|CDP02_59_EST|CDP02_59_ESTMOE|CDP02_59_PCT|CDP02_59_PCTMOE|CDP02_61_EST|CDP02_61_ESTMOE|CDP02_61_PCT|CDP02_61_PCTMOE|CDP02_63_EST|CDP02_63_ESTMOE|CDP02_63_PCT|CDP02_63_PCTMOE
Wilson County Schools, NC|3705020|13850|152|-888888888|-888888888|11515|256|83.1|1.5|2285|198|16.5|1.4|0|32|-888888888|0.3|4|14|0|0.1|40|42|0.3|0.3
Yadkin County Schools, NC|3705040|5995|75|-888888888|-888888888|4950|221|82.6|3.6|965|199|16.1|3.3|80|102|1.3|1.7|0|29|-888888888|0.7|0|29|-888888888|0.7
Yancey County Schools, NC|3705070|2640|128|-888888888|-888888888|2435|126|92.2|2.7|185|70|7|2.6|15|27|0.6|1|0|21|-888888888|1.6|0|21|-888888888|1.6
Apple Creek Public School District 39, ND|3802014|245|93|-888888888|-888888888|235|93|95.9|6.7|4|8|1.6|4.2|0|10|-888888888|9.7|0|10|-888888888|9.7|0|10|-888888888|9.7
Barnes County North Public School District 7, ND|3800060|200|78|-888888888|-888888888|200|78|100|11.7|0|10|-888888888|11.7|0|10|-888888888|11.7|0|10|-888888888|11.7|0|10|-888888888|11.7
Belcourt Public School District 7, ND|3802530|1625|147|-888888888|-888888888|1565|156|96.3|3.3|4|6|0.2|0.4|0|15|-888888888|1.5|0|15|-888888888|1.5|50|51|3.1|3.2
Belfield Public School District 13, ND|3806210|400|137|-888888888|-888888888|400|137|100|6.1|0|10|-888888888|6.1|0|10|-888888888|6.1|0|10|-888888888|6.1|0|10|-888888888|6.1
Beulah Public School District 27, ND|3800032|760|140|-888888888|-888888888|760|140|100|3.2|0|10|-888888888|3.2|0|10|-888888888|3.2|0|10|-888888888|3.2|0|10|-888888888|3.2
Billings County Public School District 1, ND|3802840|120|32|-888888888|-888888888|120|32|100|18.7|0|10|-888888888|18.7|0|10|-888888888|18.7|0|10|-888888888|18.7|0|10|-888888888|18.7
Bismarck Public School District 1, ND|3800014|16325|205|-888888888|-888888888|15560|290|95.3|1.7|290|154|1.8|0.9|270|208|1.7|1.3|125|81|0.8|0.5|80|84|0.5|0.5
Bottineau Public School District 1, ND|3803060|725|97|-888888888|-888888888|725|97|100|3.4|0|10|-888888888|3.4|0|10|-888888888|3.4|0|10|-888888888|3.4|0|10|-888888888|3.4
Bowman County Public School District 1, ND|3803200|520|64|-888888888|-888888888|470|77|90.4|6.7|35|28|6.7|5.6|15|13|2.9|2.6|0|10|-888888888|4.7|0|10|-888888888|4.7
Burke Central Public School District 36, ND|3803590|150|53|-888888888|-888888888|150|53|100|15.3|4|2|2.7|7.5|0|10|-888888888|15.3|0|10|-888888888|15.3|0|10|-888888888|15.3
Carrington Public School District 10, ND|3803790|595|95|-888888888|-888888888|595|95|100|4.1|0|10|-888888888|4.1|0|10|-888888888|4.1|0|10|-888888888|4.1|0|10|-888888888|4.1
Cavalier Public School District 6, ND|3800018|405|98|-888888888|-888888888|395|97|97.5|2.8|10|11|2.5|2.8|0|10|-888888888|6|0|10|-888888888|6|0|10|-888888888|6
Center-Stanton Public School District 1, ND|3800052|435|132|-888888888|-888888888|430|131|98.9|1.6|4|5|0.9|1.5|4|1|0.9|2.4|0|10|-888888888|5.6|0|10|-888888888|5.6
Central Cass Public School District 17, ND|3804090|805|173|-888888888|-888888888|800|174|99.4|0.9|0|10|-888888888|3.1|4|8|0.5|1|0|10|-888888888|3.1|0|10|-888888888|3.1
Central Valley Public School District 3, ND|3804140|345|78|-888888888|-888888888|345|77|100|7|0|10|-888888888|7|4|4|1.2|1.2|0|10|-888888888|7|0|10|-888888888|7
Dakota Prairie Public School District 1, ND|3800040|320|55|-888888888|-888888888|315|56|98.4|3.3|4|3|1.3|2.3|0|10|-888888888|7.5|0|10|-888888888|7.5|0|10|-888888888|7.5
Devils Lake Public School District 1, ND|3805040|2340|173|-888888888|-888888888|2270|184|97|2.1|25|29|1.1|1.3|30|30|1.3|1.3|4|2|0.2|0.5|15|22|0.6|1
Dickinson Public School District 1, ND|3800038|5515|240|-888888888|-888888888|5225|276|94.7|2.5|235|130|4.3|2.4|15|27|0.3|0.5|15|20|0.3|0.4|30|20|0.5|0.4
Divide County Public School District 1, ND|3805160|355|88|-888888888|-888888888|355|88|100|6.8|0|10|-888888888|6.8|0|10|-888888888|6.8|0|10|-888888888|6.8|0|10|-888888888|6.8
Drayton Public School District 19, ND|3805340|225|62|-888888888|-888888888|210|59|93.3|5.2|0|10|-888888888|10.5|4|6|1.8|3.2|10|10|4.4|4.2|0|10|-888888888|10.5
Dunseith Public School District 1, ND|3805460|730|186|-888888888|-888888888|705|186|96.6|3.4|0|10|-888888888|3.4|4|10|0.5|0.8|0|10|-888888888|3.4|20|23|2.7|3.3
Edgeley Public School District 3, ND|3805850|185|51|-888888888|-888888888|145|33|78.4|20.2|4|3|2.2|4.8|40|45|21.6|20.8|0|10|-888888888|12.6|0|10|-888888888|12.6
Elgin-New Leipzig Public School District 49, ND|3800045|215|57|-888888888|-888888888|210|57|97.7|7.5|0|10|-888888888|11|0|10|-888888888|11|4|7|1.9|5.4|4|4|1.9|2.8
Ellendale Public School District 40, ND|3806090|400|96|-888888888|-888888888|380|96|95|2.8|0|10|-888888888|6.1|20|4|5|1.6|0|10|-888888888|6.1|4|5|1|1.9
Emerado Public School District 127, ND|3806360|125|44|-888888888|-888888888|115|42|92|11.4|0|10|-888888888|18|4|11|3.2|10.9|0|10|-888888888|18|0|10|-888888888|18
Enderlin Area Public School District 24, ND|3800061|275|76|-888888888|-888888888|265|77|96.4|4.2|0|10|-888888888|8.7|15|8|5.5|4.3|0|10|-888888888|8.7|0|10|-888888888|8.7
Fargo Public School District 1, ND|3806780|13470|956|-888888888|-888888888|11985|986|89|2.8|285|209|2.1|1.5|350|181|2.6|1.4|400|213|3|1.5|450|261|3.3|1.9
Fessenden-Bowdon Public School District 25, ND|3800049|190|71|-888888888|-888888888|190|71|100|12.3|0|10|-888888888|12.3|0|10|-888888888|12.3|0|10|-888888888|12.3|0|10|-888888888|12.3
Flasher Public School District 39, ND|3806930|165|81|-888888888|-888888888|165|81|100|14|0|10|-888888888|14|0|10|-888888888|14|0|10|-888888888|14|0|10|-888888888|14
Fordville-Lankin Public School District 5, ND|3800056|85|35|-888888888|-888888888|85|33|100|25.1|4|7|4.7|7.7|0|10|-888888888|25.1|0|10|-888888888|25.1|0|10|-888888888|25.1
Fort Totten Public School District 30, ND|3807170|610|92|-888888888|-888888888|580|96|95.1|4.6|0|10|-888888888|4|0|10|-888888888|4|0|10|-888888888|4|30|27|4.9|4.6
Fort Yates Public School District 4, ND|3807200|705|92|-888888888|-888888888|705|92|100|3.5|0|10|-888888888|3.5|0|10|-888888888|3.5|0|10|-888888888|3.5|4|3|0.6|1.3
Gackle-Streeter Public School District 56, ND|3800043|265|86|-888888888|-888888888|260|86|98.1|2|0|10|-888888888|9|4|5|1.5|2.1|0|10|-888888888|9|0|10|-888888888|9
Garrison Public School District 51, ND|3807590|480|134|-888888888|-888888888|460|132|95.8|3.8|15|17|3.1|3.7|0|10|-888888888|5.1|4|3|0.8|1.8|4|7|0.8|1.3
Glen Ullin Public School District 48, ND|3807830|110|53|-888888888|-888888888|110|53|100|20.2|0|10|-888888888|20.2|4|1|3.6|6.4|0|10|-888888888|20.2|0|10|-888888888|20.2
Glenburn Public School District 26, ND|3807850|230|78|-888888888|-888888888|230|78|100|10.3|0|10|-888888888|10.3|0|10|-888888888|10.3|0|10|-888888888|10.3|0|10|-888888888|10.3
Grand Forks AFB Public School District 140, ND|3800051|550|150|-888888888|-888888888|485|149|88.2|12|55|65|10|11.8|0|10|-888888888|4.4|10|16|1.8|3|0|10|-888888888|4.4
Grand Forks Public School District 1, ND|3808130|8220|250|-888888888|-888888888|7690|303|93.6|1.8|25|46|0.3|0.6|180|109|2.2|1.3|105|70|1.3|0.9|225|77|2.7|0.9
Griggs County Central School District 18, ND|3804560|295|44|-888888888|-888888888|295|44|100|8.1|0|10|-888888888|8.1|0|10|-888888888|8.1|0|10|-888888888|8.1|0|10|-888888888|8.1
Hankinson Public School District 8, ND|3808710|330|74|-888888888|-888888888|325|73|98.5|1.9|0|10|-888888888|7.3|0|10|-888888888|7.3|0|10|-888888888|7.3|4|6|1.2|1.7
Harvey Public School District 38, ND|3808890|485|82|-888888888|-888888888|475|85|97.9|3.5|10|16|2.1|3.5|0|10|-888888888|5|0|10|-888888888|5|0|10|-888888888|5
Hatton Public School District 7, ND|3809000|220|59|-888888888|-888888888|210|59|95.5|6.8|10|15|4.5|6.8|0|10|-888888888|10.7|0|10|-888888888|10.7|0|10|-888888888|10.7
Hazelton-Moffit-Braddock Public School District 6, ND|3809130|210|90|-888888888|-888888888|180|82|85.7|19.3|30|44|14.3|19.3|0|10|-888888888|11.2|0|10|-888888888|11.2|0|10|-888888888|11.2
Hazen Public School District 3, ND|3800031|555|171|-888888888|-888888888|540|173|97.3|4.1|0|10|-888888888|4.4|0|10|-888888888|4.4|15|21|2.7|4.1|0|10|-888888888|4.4
Hebron Public School District 13, ND|3809180|240|140|-888888888|-888888888|230|139|95.8|5.7|4|12|1.7|7|0|10|-888888888|9.9|0|10|-888888888|9.9|0|10|-888888888|9.9
Hettinger Public School District 13, ND|3809410|340|60|-888888888|-888888888|305|59|89.7|9.5|35|31|10.3|9.5|0|10|-888888888|7.1|0|10|-888888888|7.1|0|10|-888888888|7.1
Hillsboro Public School District 9, ND|3809570|315|56|-888888888|-888888888|310|57|98.4|2.1|0|10|-888888888|7.6|4|6|1.3|1.8|0|10|-888888888|7.6|0|10|-888888888|7.6
Jamestown Public School District 1, ND|3800021|2600|197|-888888888|-888888888|2560|200|98.5|1.7|25|36|1|1.4|0|16|-888888888|1|15|24|0.6|0.9|0|16|-888888888|1
Kidder County School District, ND|3800389|375|61|-888888888|-888888888|355|62|94.7|4.8|4|5|1.1|1.6|15|17|4|4.5|0|10|-888888888|6.4|0|10|-888888888|6.4
Killdeer Public School District 16, ND|3810270|355|78|-888888888|-888888888|345|76|97.2|3.8|10|10|2.8|3.6|0|10|-888888888|6.8|0|10|-888888888|6.8|4|8|1.1|2.2
Kindred Public School District 2, ND|3800025|1025|168|-888888888|-888888888|1010|165|98.5|2.1|15|23|1.5|2.1|0|10|-888888888|2.4|0|10|-888888888|2.4|0|10|-888888888|2.4
Kulm Public School District 7, ND|3810500|130|57|-888888888|-888888888|130|57|100|17.4|0|10|-888888888|17.4|0|10|-888888888|17.4|0|10|-888888888|17.4|0|10|-888888888|17.4
Lakota Public School District 66, ND|3810600|215|51|-888888888|-888888888|210|50|97.7|5.5|4|5|1.9|2.4|4|5|1.9|2.5|0|10|-888888888|11|0|10|-888888888|11
LaMoure Public School District 8, ND|3810740|310|121|-888888888|-888888888|285|71|91.9|21|4|4|1.3|2.1|25|78|8.1|20.5|0|10|-888888888|7.7|0|10|-888888888|7.7
Langdon-Milton-Osnabrock School District 23, ND|3810810|435|71|-888888888|-888888888|395|69|90.8|7.3|20|24|4.6|5.8|20|16|4.6|3.9|0|10|-888888888|5.6|0|10|-888888888|5.6
Larimore Public School District 44, ND|3810860|450|117|-888888888|-888888888|400|109|88.9|10.1|40|49|8.9|10.4|0|10|-888888888|5.4|0|10|-888888888|5.4|10|9|2.2|2.6
Lewis and Clark Public School District 161, ND|3800058|435|108|-888888888|-888888888|395|103|90.8|6.2|35|27|8|6|4|8|0.9|1.7|0|10|-888888888|5.6|0|10|-888888888|5.6
Lidgerwood Public School District 28, ND|3811140|310|133|-888888888|-888888888|295|137|95.2|9|15|24|4.8|9|0|10|-888888888|7.7|0|10|-888888888|7.7|0|10|-888888888|7.7
Lisbon Public School District 19, ND|3811430|705|107|-888888888|-888888888|705|107|100|3.5|0|10|-888888888|3.5|0|10|-888888888|3.5|0|10|-888888888|3.5|0|10|-888888888|3.5
Maddock Public School District 9, ND|3811700|115|42|-888888888|-888888888|115|42|100|19.4|0|10|-888888888|19.4|0|10|-888888888|19.4|0|10|-888888888|19.4|0|10|-888888888|19.4
Mandan Public School District 1, ND|3811820|5205|349|-888888888|-888888888|4915|351|94.4|2.1|145|38|2.8|0.7|100|78|1.9|1.5|0|19|-888888888|0.5|45|68|0.9|1.3
Mandaree Public School District 36, ND|3811850|220|78|-888888888|-888888888|170|63|77.3|11.3|0|10|-888888888|10.7|0|10|-888888888|10.7|0|10|-888888888|10.7|50|34|22.7|11.3
Manvel Public School District 125, ND|3812000|290|67|-888888888|-888888888|285|67|98.3|2.6|4|5|1.4|2|0|10|-888888888|8.3|0|10|-888888888|8.3|0|10|-888888888|8.3
Maple Valley Public School District 4, ND|3812020|350|119|-888888888|-888888888|350|119|100|6.9|0|10|-888888888|6.9|0|10|-888888888|6.9|0|10|-888888888|6.9|4|2|1.1|2.7
Mapleton Public School District 7, ND|3812030|245|63|-888888888|-888888888|240|63|98|2.2|4|3|1.6|2.9|4|5|1.6|2.7|0|10|-888888888|9.7|0|10|-888888888|9.7
Max Public School District 50, ND|3812350|410|262|-888888888|-888888888|405|263|98.8|2.2|4|7|1|2.4|0|10|-888888888|5.9|0|10|-888888888|5.9|0|10|-888888888|5.9
May-Port CG Public School District 14, ND|3800041|655|85|-888888888|-888888888|650|85|99.2|1.1|4|4|0.6|1|4|5|0.6|0.9|0|10|-888888888|3.7|0|10|-888888888|3.7
McKenzie County Public School District 1, ND|3812540|2410|204|-888888888|-888888888|2105|157|87.3|8.4|305|218|12.7|8.4|0|16|-888888888|1|0|16|-888888888|1|0|16|-888888888|1
Medina Public School District 3, ND|3812660|155|114|-888888888|-888888888|155|114|100|14.9|0|10|-888888888|14.9|0|10|-888888888|14.9|0|10|-888888888|14.9|0|10|-888888888|14.9
Midkota Public School District 7, ND|3800042|225|76|-888888888|-888888888|220|72|97.8|6.5|4|13|1.8|7.4|0|10|-888888888|10.5|0|10|-888888888|10.5|0|10|-888888888|10.5
Midway Public School District 128, ND|3812920|285|90|-888888888|-888888888|265|89|93|2.9|4|5|1.4|3.3|20|2|7|2.3|0|10|-888888888|8.4|0|10|-888888888|8.4
Milnor Public School District 2, ND|3812930|175|51|-888888888|-888888888|140|40|80|19.3|0|10|-888888888|13.3|35|39|20|19.3|0|10|-888888888|13.3|0|10|-888888888|13.3
Minot Public School District 1, ND|3813030|9505|379|-888888888|-888888888|9065|421|95.4|2.3|115|84|1.2|0.9|240|179|2.5|1.9|25|47|0.3|0.5|65|81|0.7|0.9
Minto Public School District 20, ND|3813050|210|93|-888888888|-888888888|205|93|97.6|4.5|4|10|1.9|5.3|0|10|-888888888|11.2|0|10|-888888888|11.2|0|10|-888888888|11.2
Mohall-Lansford-Sherwood Public School District 1, ND|3800050|390|85|-888888888|-888888888|380|85|97.4|3.1|0|10|-888888888|6.2|10|11|2.6|3.1|0|10|-888888888|6.2|0|10|-888888888|6.2
Mott-Regent Public School District 1, ND|3800046|210|59|-888888888|-888888888|210|59|100|11.2|0|10|-888888888|11.2|0|10|-888888888|11.2|0|10|-888888888|11.2|0|10|-888888888|11.2
Mount Pleasant Public School District 4, ND|3813400|445|113|-888888888|-888888888|400|110|89.9|8.8|10|14|2.2|3.5|0|10|-888888888|5.5|30|39|6.7|8.5|4|7|0.9|1.8
Napoleon Public School District 2, ND|3813510|225|51|-888888888|-888888888|225|51|100|10.5|0|10|-888888888|10.5|0|10|-888888888|10.5|0|10|-888888888|10.5|0|10|-888888888|10.5
Nesson Public School District 2, ND|3813710|375|159|-888888888|-888888888|375|159|100|6.4|0|10|-888888888|6.4|0|10|-888888888|6.4|0|10|-888888888|6.4|0|10|-888888888|6.4
New England Public School District 9, ND|3800027|200|59|-888888888|-888888888|200|59|100|11.7|0|10|-888888888|11.7|4|3|2|3.6|0|10|-888888888|11.7|0|10|-888888888|11.7
New Rockford-Sheyenne Public School District 2, ND|3800059|250|81|-888888888|-888888888|250|82|100|9.5|4|4|1.6|3.5|0|10|-888888888|9.5|0|10|-888888888|9.5|0|10|-888888888|9.5
New Salem-Almont School District, ND|3830049|260|85|-888888888|-888888888|255|84|98.1|3.3|4|6|1.5|2.6|0|10|-888888888|9.2|0|10|-888888888|9.2|0|10|-888888888|9.2
New Town Public School District 1, ND|3813920|930|101|-888888888|-888888888|810|121|87.1|10.1|50|55|5.4|6|0|10|-888888888|2.6|0|10|-888888888|2.6|75|75|8.1|8.1
North Border School District 100, ND|3800054|475|86|-888888888|-888888888|445|89|93.7|5.4|20|20|4.2|4.6|0|10|-888888888|5.1|15|17|3.2|3.8|0|10|-888888888|5.1
North Sargent Public School District 3, ND|3814290|215|52|-888888888|-888888888|215|52|100|11|0|10|-888888888|11|0|10|-888888888|11|0|10|-888888888|11|4|3|1.9|3.2
North Star School District, ND|3800390|315|73|-888888888|-888888888|310|73|98.4|2.9|4|6|1.3|1.9|0|10|-888888888|7.6|4|5|1.3|2.1|0|10|-888888888|7.6
Northern Cass Public School District 97, ND|3800044|490|90|-888888888|-888888888|475|89|96.9|4.8|4|7|0.8|2|10|11|2|2.9|0|10|-888888888|5|4|3|0.8|1.8
Northwood Public School District 129, ND|3814340|235|77|-888888888|-888888888|235|77|100|10.1|0|10|-888888888|10.1|0|10|-888888888|10.1|0|10|-888888888|10.1|0|10|-888888888|10.1
Oakes Public School District 41, ND|3814500|640|110|-888888888|-888888888|605|114|94.5|3.5|35|22|5.5|3.5|0|10|-888888888|3.8|0|10|-888888888|3.8|0|10|-888888888|3.8
Park River Public School District 78, ND|3814880|405|71|-888888888|-888888888|390|72|96.3|3.5|0|10|-888888888|6|15|12|3.7|3.5|0|10|-888888888|6|0|10|-888888888|6
Parshall Public School District 3, ND|3814940|345|80|-888888888|-888888888|320|81|92.8|5.6|4|3|1.2|2.6|0|10|-888888888|7|10|12|2.9|3.9|15|16|4.3|4.8
Pingree-Buchanan Public School District 10, ND|3815150|155|65|-888888888|-888888888|155|65|100|14.9|0|10|-888888888|14.9|0|10|-888888888|14.9|0|10|-888888888|14.9|0|10|-888888888|14.9
Powers Lake Public School District 27, ND|3800024|275|90|-888888888|-888888888|275|90|100|8.7|0|10|-888888888|8.7|0|10|-888888888|8.7|0|10|-888888888|8.7|0|10|-888888888|8.7
Richardton-Taylor Public School District 34, ND|3800048|340|100|-888888888|-888888888|260|78|76.5|18.3|4|6|1.2|1.7|20|24|5.9|7.2|0|10|-888888888|7.1|55|71|16.2|18.1
Richland Public School District 44, ND|3800036|260|85|-888888888|-888888888|260|84|100|9.2|0|10|-888888888|9.2|0|10|-888888888|9.2|0|10|-888888888|9.2|4|2|1.5|4.1
Rolette Public School District 29, ND|3816050|205|58|-888888888|-888888888|200|55|97.6|5.8|4|11|2|6.7|0|10|-888888888|11.5|0|10|-888888888|11.5|0|10|-888888888|11.5
Roosevelt Public School District 18, ND|3816090|155|43|-888888888|-888888888|150|42|96.8|3.8|0|10|-888888888|14.9|0|10|-888888888|14.9|0|10|-888888888|14.9|4|5|2.6|3
Rugby Public School District 5, ND|3816130|680|71|-888888888|-888888888|665|68|97.8|3|0|10|-888888888|3.6|0|10|-888888888|3.6|10|15|1.5|2.2|0|10|-888888888|3.6
Sargent Central Public School District 6, ND|3816430|225|55|-888888888|-888888888|215|56|95.6|8.1|10|17|4.4|8.1|0|10|-888888888|10.5|0|10|-888888888|10.5|0|10|-888888888|10.5
Sawyer Public School District 16, ND|3816470|150|72|-888888888|-888888888|150|72|100|15.3|4|2|2.7|7|0|10|-888888888|15.3|0|10|-888888888|15.3|0|10|-888888888|15.3
Solen Public School District 3, ND|3816980|310|84|-888888888|-888888888|290|78|93.5|4.1|0|10|-888888888|7.7|0|10|-888888888|7.7|0|10|-888888888|7.7|20|15|6.5|4.1
South Heart Public School District 9, ND|3817130|310|100|-888888888|-888888888|310|100|100|7.7|0|10|-888888888|7.7|0|10|-888888888|7.7|0|10|-888888888|7.7|0|10|-888888888|7.7
St. John Public School District 3, ND|3817460|250|81|-888888888|-888888888|250|81|100|9.5|0|10|-888888888|9.5|0|10|-888888888|9.5|0|10|-888888888|9.5|0|10|-888888888|9.5
Stanley Public School District 2, ND|3817570|580|116|-888888888|-888888888|480|97|82.8|11.8|90|71|15.5|11.1|10|19|1.7|3.3|0|10|-888888888|4.2|0|10|-888888888|4.2
Strasburg Public School District 15, ND|3800016|200|61|-888888888|-888888888|190|63|95|7.6|10|14|5|7.6|0|10|-888888888|11.7|0|10|-888888888|11.7|0|10|-888888888|11.7
Surrey Public School District 41, ND|3817910|450|125|-888888888|-888888888|450|125|100|5.4|0|10|-888888888|5.4|0|10|-888888888|5.4|0|10|-888888888|5.4|0|10|-888888888|5.4
Thompson Public School District 61, ND|3818280|580|135|-888888888|-888888888|580|135|100|4.2|0|10|-888888888|4.2|0|10|-888888888|4.2|0|10|-888888888|4.2|0|10|-888888888|4.2
Towner-Granville-Upham Public School District 60, ND|3800047|540|80|-888888888|-888888888|535|80|99.1|1.4|0|10|-888888888|4.5|4|5|0.7|1|0|10|-888888888|4.5|0|10|-888888888|4.5
Turtle Lake-Mercer Public School District 72, ND|3818500|215|72|-888888888|-888888888|185|68|86|10.7|10|13|4.7|6.1|20|21|9.3|9|0|10|-888888888|11|4|7|1.9|3
Underwood Public School District 8, ND|3818660|230|90|-888888888|-888888888|215|87|93.5|7|0|10|-888888888|10.3|10|10|4.3|4.7|0|10|-888888888|10.3|0|10|-888888888|10.3
United Public School District 7, ND|3818730|455|147|-888888888|-888888888|455|147|100|5.3|0|10|-888888888|5.3|0|10|-888888888|5.3|0|10|-888888888|5.3|0|10|-888888888|5.3
Valley City Public School District 2, ND|3818850|1335|95|-888888888|-888888888|1335|95|100|1.9|0|15|-888888888|1.9|0|15|-888888888|1.9|0|15|-888888888|1.9|0|15|-888888888|1.9
Valley-Edinburg Public School District 118, ND|3800397|220|60|-888888888|-888888888|205|59|93.2|10.2|10|20|4.5|9.7|0|10|-888888888|10.7|0|10|-888888888|10.7|0|10|-888888888|10.7
Velva Public School District 1, ND|3817040|365|59|-888888888|-888888888|365|59|100|6.6|0|10|-888888888|6.6|0|10|-888888888|6.6|0|10|-888888888|6.6|0|10|-888888888|6.6
Wahpeton Public School District 37, ND|3819020|1325|157|-888888888|-888888888|1310|155|98.9|1.5|4|6|0.3|0.5|10|19|0.8|1.5|0|15|-888888888|1.9|0|15|-888888888|1.9
Warwick Public School District 29, ND|3819260|365|88|-888888888|-888888888|355|89|97.3|3.9|0|10|-888888888|6.6|0|10|-888888888|6.6|4|4|1.1|1.7|10|13|2.7|3.8
Washburn Public School District 4, ND|3819290|325|77|-888888888|-888888888|325|77|100|7.4|0|10|-888888888|7.4|0|10|-888888888|7.4|0|10|-888888888|7.4|0|10|-888888888|7.4
West Fargo Public School District 6, ND|3819410|14385|861|-888888888|-888888888|12885|876|89.6|3|65|75|0.5|0.5|480|224|3.3|1.6|85|71|0.6|0.5|870|399|6|2.7
Wilton Public School District 1, ND|3813200|220|59|-888888888|-888888888|200|53|90.9|10.3|20|24|9.1|10.3|0|10|-888888888|10.7|0|10|-888888888|10.7|0|10|-888888888|10.7
Wishek Public School District 19, ND|3820190|245|50|-888888888|-888888888|240|47|98|3.9|4|9|1.6|4.6|0|10|-888888888|9.7|0|10|-888888888|9.7|0|10|-888888888|9.7
Wyndmere Public School District 42, ND|3820310|235|65|-888888888|-888888888|225|63|95.7|4.1|4|7|1.7|2.4|4|6|1.7|3.1|0|10|-888888888|10.1|0|10|-888888888|10.1
Ada Exempted Village School District, OH|3904518|885|297|-888888888|-888888888|785|285|88.7|13.9|105|123|11.9|13.9|0|17|-888888888|3.9|0|17|-888888888|3.9|0|17|-888888888|3.9
Adams County/Ohio Valley Local School District, OH|3906190|4660|318|-888888888|-888888888|4595|320|98.6|1.1|25|30|0.5|0.7|40|41|0.9|0.9|0|23|-888888888|0.7|0|23|-888888888|0.7
Adena Local School District, OH|3904949|1840|456|-888888888|-888888888|1830|463|99.5|1.2|0|17|-888888888|1.9|10|21|0.5|1.2|0|17|-888888888|1.9|0|17|-888888888|1.9
Akron City School District, OH|3904348|28420|945|-888888888|-888888888|25865|1044|91|1.8|645|241|2.3|0.8|615|306|2.2|1.1|820|384|2.9|1.3|480|296|1.7|1
Alexander Local School District, OH|3904590|1815|331|-888888888|-888888888|1770|324|97.5|2.8|45|50|2.5|2.8|0|17|-888888888|1.9|0|17|-888888888|1.9|0|17|-888888888|1.9
Allen East Local School District, OH|3904575|905|127|-888888888|-888888888|905|127|100|3.8|0|17|-888888888|3.8|0|17|-888888888|3.8|0|17|-888888888|3.8|0|17|-888888888|3.8
Alliance City School District, OH|3904349|3195|428|-888888888|-888888888|3170|430|99.2|0.8|10|19|0.3|0.6|4|11|0.1|0.5|4|10|0.1|0.4|0|23|-888888888|1.1
Amanda-Clearcreek Local School District, OH|3904684|1515|242|-888888888|-888888888|1460|241|96.4|3.8|50|56|3.3|3.7|0|17|-888888888|2.3|0|17|-888888888|2.3|0|17|-888888888|2.3
Amherst Exempted Village School District, OH|3904519|4425|603|-888888888|-888888888|4360|605|98.5|1.5|65|67|1.5|1.5|0|23|-888888888|0.8|0|23|-888888888|0.8|0|23|-888888888|0.8
Anna Local School District, OH|3910004|1115|217|-888888888|-888888888|1100|213|98.7|1.7|0|17|-888888888|3.1|15|20|1.3|1.7|0|17|-888888888|3.1|0|17|-888888888|3.1
Ansonia Local School District, OH|3904662|530|166|-888888888|-888888888|530|166|100|6.4|0|12|-888888888|6.4|0|12|-888888888|6.4|0|12|-888888888|6.4|0|12|-888888888|6.4
